2/28/2022,10:30 AM,Judiciary and Ballot Measure 110 Implementation,"Senator Floyd Prozanski, Senator Kim Thatcher, Senator Michael Dembrow, Senator Sara Gelser Blouin, Senator Dallas Heard, Senator Dennis Linthicum, Senator James Manning Jr.",""
3/1/2022,1:00 PM,Natural Resources and Wildfire Recovery,"Senator Jeff Golden, Senator Bill Kennemer, Senator Dallas Heard, Senator Deb Patterson, Senator Floyd Prozanski",""
2/28/2022,10:00 AM,Rules,"Senator Rob Wagner, Senator Tim Knopp, Senator Fred Girod, Senator James Manning Jr., Senator Kathleen Taylor",Submit written testimony: https://olis.oregonlegislature.gov/liz/2022R1/Testimony/SRULES. Sign up to testify live (remote): https://survey.sjc1.qualtrics.com/jfe/form/SV_0v1El0DnG6biM4e
2/28/2022,6:00 PM,Revenue,"Representative Nancy Nathanson, Representative Khanh Pham, Representative E. Werner Reschke, Representative Bobby Levy, Representative Pam Marsh, Representative Greg Smith, Representative Andrea Valderrama",""
2/28/2022,12:00 PM,Revenue,"Representative Nancy Nathanson, Representative Khanh Pham, Representative E. Werner Reschke, Representative Bobby Levy, Representative Pam Marsh, Representative Greg Smith, Representative Andrea Valderrama",""
2/28/2022,5:30 PM,COVID-19 Response,"Representative Maxine Dexter, Representative Cedric Hayden, Representative Rachel Prusak, Representative Wlnsvey Campos, Representative James Hieb, Representative Raquel Moore, Representative Lisa Reynolds",""
2/28/2022,10:00 AM,Capital Construction,"Senator Fred Girod, Representative Paul Holvey, Senator Peter Courtney, Senator Lew Frederick, Senator Elizabeth Steiner Hayward, Senator Chuck Thomsen, Representative Vikki Breese, Representative Nancy Nathanson, Representative Dan Rayfield, Representative Greg Smith, Senator Lee Beyer",""
